SMMA,Sinarmas Multiartha Tbk.
SMMT,Golden Eagle Energy Tbk.
SMRA,Summarecon Agung Tbk.
SMRU,SMR Utama Tbk.
SMSM,Selamat Sempurna Tbk.
SOCI,Soechi Lines Tbk.
SONA,Sona Topas Tourism Industry Tbk.
SOSS,Shield On Service Tbk.
SOSS-W,Waran Seri I Shield On Service Tbk.
SOTS,Satria Mega Kencana Tbk.
SOTS-W,Waran Seri I Satria Mega Kencana Tbk.
SPMA,Suparma Tbk.
SPTO,Surya Pertiwi Tbk.
SQMI,Wilton Makmur Indonesia Tbk.
SRAJ,Sejahteraraya Anugrahjaya Tbk.
SRIL,Sri Rejeki Isman Tbk.
SRSN,Indo Acidatama Tbk
SRTG,Saratoga Investama Sedaya Tbk.
SSIA,Surya Semesta Internusa Tbk.
SSMS,Sawit Sumbermas Sarana Tbk.
SSTM,Sunson Textile Manufacture Tbk
STAR,Buana Artha Anugerah Tbk.
STTP,Siantar Top Tbk.
SUGI,Sugih Energy Tbk.
SULI,SLJ Global Tbk.
SUPR,Solusi Tunas Pratama Tbk.
SURE,Super Energy Tbk.
SWAT,Sriwahana Adityakarta Tbk.
TALF,Tunas Alfin Tbk.
TAMU,Pelayaran Tamarin Samudra Tbk.
TARA,Sitara Propertindo Tbk.
TAXI,Express Transindo Utama Tbk.
TBIG,Tower Bersama Infrastructure Tbk.
TBLA,Tunas Baru Lampung Tbk.
TBMS,Tembaga Mulia Semanan Tbk.
TCID,Mandom Indonesia Tbk.
TCPI,Transcoal Pacific Tbk.
TDPM,Tridomain Performance Materials Tbk.
TEBE,Dana Brata Luhur Tbk.
TELE,Tiphone Mobile Indonesia Tbk.
TFAS,Telefast Indonesia Tbk.
TFCO,Tifico Fiber Indonesia Tbk.
TGKA,Tigaraksa Satria Tbk.
TGRA,Terregra Asia Energy Tbk.
TIFA,Tifa Finance Tbk.
TINS,Timah Tbk.
TIRA,Tira Austenite Tbk
TIRT,Tirta Mahakam Resources Tbk
TKIM,Pabrik Kertas Tjiwi Kimia Tbk.
TLKM,Telekomunikasi Indonesia (Persero) Tbk.
TMAS,Temas Tbk.
TMPO,Tempo Intimedia Tbk.
TNCA,Trimuda Nuansa Citra Tbk.
TOBA,Toba Bara Sejahtra Tbk.
TOPS,Totalindo Eka Persada Tbk.
TOTL,Total Bangun Persada Tbk.
TOTO,Surya Toto Indonesia Tbk.
TOWR,Sarana Menara Nusantara Tbk.
TPIA,Chandra Asri Petrochemical Tbk.
TPMA,Trans Power Marine Tbk.
TRAM,Trada Alam Minera Tbk.
TRAM-W,Waran Seri II Trada Alam Minera Tbk.
TRIL,Triwira Insanlestari Tbk.
TRIM,Trimegah Sekuritas Indonesia Tbk.
TRIN,Perintis Triniti Properti Tbk.
TRIN-W,Waran Seri I Perintis Triniti Properti T
TRIO,Trikomsel Oke Tbk.
TRIS,Trisula International Tbk.
TRIS-W,Waran Seri I Trisula International Tbk.
TRST,Trias Sentosa Tbk.
TRUK,Guna Timur Raya Tbk.
TRUS,Trust Finance Indonesia Tbk
TSPC,Tempo Scan Pacific Tbk.
TUGU,Asuransi Tugu Pratama Indonesia Tbk.
TURI,Tunas Ridean Tbk.
UCID,Uni-Charm Indonesia Tbk.
ULTJ,Ultra Jaya Milk Industry & Trading Compa
UNIC,Unggul Indah Cahaya Tbk.
UNIT,Nusantara Inti Corpora Tbk
UNSP,Bakrie Sumatera Plantations Tbk.
UNTR,United Tractors Tbk.
UNVR,Unilever Indonesia Tbk.
URBN,Urban Jakarta Propertindo Tbk.
URBN-W,Waran Seri I Urban Jakarta Propertindo T
VICO,Victoria Investama Tbk.
VINS,Victoria Insurance Tbk.
VINS-W,Waran Seri I Victoria Insurance Tbk.
VIVA,Visi Media Asia Tbk.
VOKS,Voksel Electric Tbk.
VRNA,Verena Multi Finance Tbk.
WAPO,Wahana Pronatural Tbk.
WEGE,Wijaya Karya Bangunan Gedung Tbk.
WEHA,WEHA Transportasi Indonesia Tbk.
WICO,Wicaksana Overseas International Tbk.
WIIM,Wismilak Inti Makmur Tbk.
WIKA,Wijaya Karya (Persero) Tbk.
WINS,Wintermar Offshore Marine Tbk.
WOMF,Wahana Ottomitra Multiartha Tbk.
WOOD,Integra Indocabinet Tbk.
WOWS,Ginting Jaya Energi Tbk.
WSBP,Waskita Beton Precast Tbk.
WSKT,Waskita Karya (Persero) Tbk.
WTON,Wijaya Karya Beton Tbk.
XAFA,Reksa Dana Avrist ETF Fixed Rate Bond I
XAQA,Reksa Dana Ashmore ETF LQ45 ALPHA
XASG,Reksa Dana Indeks Aurora ETF FTSE Indone
XBES,Reksa Dana Indeks BNI-AM ETF MSCI ESG Le
XBID,Reksa Dana Indeks Batavia IDX30 ETF
XBIN,Reksa Dana Indeks Bahana ETF Bisnis - 27
XBLQ,Reksa Dana Batavia Smart Liquid ETF
XBNI,Reksa Dana Indeks BNI-AM Nusantara ETF M
XBSK,Reksa Dana Indeks Batavia SRI-KEHATI ETF
XCID,DIRE Ciptadana Properti Ritel Indonesia
XCIS,DIRE Ciptadana Properti Perhotelan Padja
XCLQ,Reksa Dana Indeks Cipta ETF Index LQ45
XDIF,Reksa Dana Danareksa ETF Indonesia Top 4
XIHD,Reksa Dana Indeks Premier ETF IDX High D
XIIC,Reksa Dana Premier ETF Indonesia Consume
XIIF,Reksa Dana Premier ETF Indonesia Financi
XIIT,Reksa Dana Premier ETF IDX30
XIJI,Reksa Dana Syariah Premier ETF JII
XIPI,Reksa Dana Indeks Premier ETF PEFINDO i-
XISB,Reksa Dana Premier ETF Indonesia Soverei
XISC,Reksa Dana Premier ETF Indonesia Stated-
XISI,Premier ETF SMinfra18
XISR,Premier ETF SRI-KEHATI
XKIV,Reksa Dana Indeks KISI IDX Value30 ETF
XMIG,Reksa Dana Indeks Majoris Pefindo I-Grad
XMJM,DINFRA TOLL ROAD MANDIRI-001
XMTS,Reksa Dana ETF MNC36 Likuid
XNVE,Reksa Dana Indeks Nusadana ETF IDX Value
XPCR,Reksa Dana PNM ETF CORE LQ45
XPDV,Reksa Dana Pinnacle Core High Dividend E
XPES,Reksa Dana Syariah KIK Pinnacle Enhanced
XPFT,Reksa Dana Indeks Pinnacle FTSE Indonesi
XPID,Reksa Dana Indeks Pinnacle IDX30 ETF
XPLC,Reksa Dana Pinnacle Indonesia Large-Cap
XPLQ,Reksa Dana Pinnacle Enhanced Liquid ETF
XPMI,ETF Phillip MSCI Indonesia Equity Index
XPSG,Reksa Dana Pinnacle Indonesia ESG ETF
XPTD,Reksa Dana Indeks Panin ETF IDX30 Dinami
XSBC,Reksa Dana Indeks Simas ETF IDX30
XSPI,DIRE Simas Plaza Indonesia
XSRI,Reksa Dana Indeks STAR ETF SRI-KEHATI
XSSI,Reksa Dana Syariah Indeks Simas ETF JII
YELO,Yelooo Integra Datanet Tbk.
YELO-W,Waran Seri I Yelooo Integra Datanet Tbk.
YPAS,Yanaprima Hastapersada Tbk
YULE,Yulie Sekuritas Indonesia Tbk.
ZBRA,Zebra Nusantara Tbk
ZINC,Kapuas Prima Coal Tbk.
ZONE,Mega Perintis Tbk.
